OBS_DT,RADIATION,TEMPERATURE,PRESSURE,HUMIDITY,WIND_DIRECTION,WIND_SPEED,TIME_SUNRISE,TIME_SUNSET
2022-09-29 19:55:23,1.22,50.0,30.46,47.0,157.78,6.75,06:13:00,18:13:00
2022-09-29 19:50:22,1.24,50.0,30.46,46.0,151.6,3.37,06:13:00,18:13:00
2022-09-29 19:45:25,1.25,50.0,30.46,47.0,105.78,4.5,06:13:00,18:13:00
2022-09-29 19:40:22,1.19,50.0,30.46,48.0,135.55,4.5,06:13:00,18:13:00
2022-09-29 19:35:22,1.19,50.0,30.46,56.0,140.92,4.5,06:13:00,18:13:00
2022-09-29 19:30:20,1.23,50.0,30.46,57.0,165.0,4.5,06:13:00,18:13:00
2022-09-29 19:25:21,1.19,51.0,30.46,55.0,126.63,3.37,06:13:00,18:13:00
2022-09-29 19:20:20,1.23,51.0,30.46,54.0,119.97,4.5,06:13:00,18:13:00
2022-09-29 19:15:22,1.22,51.0,30.45,53.0,95.57,2.25,06:13:00,18:13:00
2022-09-29 19:10:24,1.24,51.0,30.45,51.0,100.02,4.5,06:13:00,18:13:00
2022-09-29 19:05:20,1.24,51.0,30.45,51.0,111.73,2.25,06:13:00,18:13:00
2022-09-29 19:00:24,1.23,51.0,30.45,52.0,145.77,5.62,06:13:00,18:13:00
2022-09-29 18:55:19,1.23,51.0,30.45,51.0,105.89,6.75,06:13:00,18:13:00
2022-09-29 18:50:24,1.24,51.0,30.45,52.0,120.86,5.62,06:13:00,18:13:00
2022-09-29 18:45:19,1.23,51.0,30.44,55.0,170.11,5.62,06:13:00,18:13:00
2022-09-29 18:40:21,1.21,52.0,30.44,55.0,107.15,5.62,06:13:00,18:13:00
2022-09-29 18:35:21,1.24,52.0,30.44,55.0,129.29,6.75,06:13:00,18:13:00
2022-09-29 18:30:23,1.18,52.0,30.45,59.0,158.73,3.37,06:13:00,18:13:00
2022-09-29 18:25:19,1.52,52.0,30.44,59.0,211.38,2.25,06:13:00,18:13:00
2022-09-29 18:20:23,5.07,53.0,30.44,61.0,174.97,4.5,06:13:00,18:13:00
2022-09-29 18:15:21,6.16,53.0,30.44,62.0,120.78,7.87,06:13:00,18:13:00
2022-09-29 18:10:52,6.63,53.0,30.44,59.0,118.82,5.62,06:13:00,18:13:00
2022-09-29 18:05:22,10.96,54.0,30.44,59.0,154.16,4.5,06:13:00,18:13:00
2022-09-29 18:00:22,19.42,55.0,30.44,57.0,58.42,6.75,06:13:00,18:13:00
2022-09-29 17:55:22,27.14,55.0,30.44,53.0,47.86,4.5,06:13:00,18:13:00
2022-09-29 17:50:19,33.75,56.0,30.44,52.0,74.56,2.25,06:13:00,18:13:00
2022-09-29 17:45:22,49.57,56.0,30.44,49.0,25.72,6.75,06:13:00,18:13:00
2022-09-29 17:40:22,59.62,56.0,30.44,50.0,102.11,2.25,06:13:00,18:13:00
2022-09-29 17:35:38,87.23,56.0,30.44,48.0,67.49,3.37,06:13:00,18:13:00
2022-09-29 17:30:25,109.93,56.0,30.43,49.0,180.29,2.25,06:13:00,18:13:00
2022-09-29 17:25:25,130.82,57.0,30.43,57.0,150.2,2.25,06:13:00,18:13:00
2022-09-29 17:20:25,160.52,57.0,30.43,55.0,47.3,5.62,06:13:00,18:13:00
2022-09-29 17:15:20,191.37,58.0,30.43,52.0,333.81,1.12,06:13:00,18:13:00
2022-09-29 17:10:20,207.05,58.0,30.43,49.0,41.62,4.5,06:13:00,18:13:00
2022-09-29 17:05:22,240.99,58.0,30.43,45.0,132.36,5.62,06:13:00,18:13:00
2022-09-29 17:00:24,274.83,58.0,30.43,41.0,332.09,4.5,06:13:00,18:13:00
2022-09-29 16:55:25,300.94,58.0,30.43,55.0,45.88,3.37,06:13:00,18:13:00
2022-09-29 16:50:22,322.71,58.0,30.43,56.0,94.24,7.87,06:13:00,18:13:00
2022-09-29 16:45:38,346.59,58.0,30.43,50.0,81.57,6.75,06:13:00,18:13:00
2022-09-29 16:40:20,364.18,58.0,30.43,49.0,351.03,7.87,06:13:00,18:13:00
2022-09-29 16:35:41,368.35,58.0,30.43,51.0,78.81,5.62,06:13:00,18:13:00
2022-09-29 16:30:22,362.84,58.0,30.43,46.0,85.96,5.62,06:13:00,18:13:00
2022-09-29 16:25:21,423.9,59.0,30.43,48.0,19.78,4.5,06:13:00,18:13:00
2022-09-29 16:20:25,457.69,58.0,30.43,59.0,18.26,4.5,06:13:00,18:13:00
2022-09-29 16:15:23,511.38,58.0,30.43,52.0,69.08,3.37,06:13:00,18:13:00
2022-09-29 16:10:22,566.83,58.0,30.43,52.0,40.87,4.5,06:13:00,18:13:00
2022-09-29 16:05:20,187.96,58.0,30.43,49.0,0.13,4.5,06:13:00,18:13:00
2022-09-29 16:00:20,310.59,59.0,30.43,58.0,27.34,9.0,06:13:00,18:13:00
2022-09-29 15:55:22,230.26,59.0,30.43,46.0,359.93,3.37,06:13:00,18:13:00
2022-09-29 15:50:21,623.31,60.0,30.43,46.0,22.18,7.87,06:13:00,18:13:00
2022-09-29 15:45:22,312.1,60.0,30.43,48.0,4.38,10.12,06:13:00,18:13:00
2022-09-29 15:40:24,803.72,60.0,30.43,44.0,355.03,7.87,06:13:00,18:13:00
2022-09-29 15:35:19,671.97,60.0,30.42,47.0,0.4,7.87,06:13:00,18:13:00
2022-09-29 15:30:20,670.32,60.0,30.42,51.0,53.16,4.5,06:13:00,18:13:00
2022-09-29 15:25:21,679.73,60.0,30.42,48.0,353.87,9.0,06:13:00,18:13:00
2022-09-29 15:20:24,687.62,60.0,30.43,54.0,2.04,4.5,06:13:00,18:13:00
2022-09-29 15:15:18,697.66,61.0,30.42,53.0,34.85,11.25,06:13:00,18:13:00
2022-09-29 15:10:21,716.27,61.0,30.42,44.0,11.08,7.87,06:13:00,18:13:00
2022-09-29 15:05:23,744.43,61.0,30.43,50.0,1.6,5.62,06:13:00,18:13:00
2022-09-29 15:02:10,612.34,61.0,30.42,53.0,345.21,7.87,06:13:00,18:13:00
2022-09-29 14:55:21,760.9,61.0,30.42,50.0,165.42,4.5,06:13:00,18:13:00
2022-09-29 14:50:21,773.71,61.0,30.42,57.0,30.3,6.75,06:13:00,18:13:00
2022-09-29 14:45:18,790.08,61.0,30.42,59.0,34.24,3.37,06:13:00,18:13:00
2022-09-29 14:40:23,804.28,61.0,30.42,59.0,19.11,7.87,06:13:00,18:13:00
2022-09-29 14:35:24,818.82,61.0,30.42,53.0,84.61,6.75,06:13:00,18:13:00
2022-09-29 14:30:19,855.63,62.0,30.42,51.0,31.88,5.62,06:13:00,18:13:00
2022-09-29 14:25:20,875.16,62.0,30.42,58.0,149.48,3.37,06:13:00,18:13:00
2022-09-29 14:20:21,867.9,62.0,30.42,54.0,62.54,3.37,06:13:00,18:13:00
2022-09-29 14:15:27,872.67,62.0,30.43,58.0,39.59,5.62,06:13:00,18:13:00
2022-09-29 14:10:20,890.52,62.0,30.43,50.0,122.13,4.5,06:13:00,18:13:00
2022-09-29 14:00:19,911.06,62.0,30.43,53.0,65.07,7.87,06:13:00,18:13:00
2022-09-29 13:55:20,925.16,62.0,30.43,49.0,69.79,7.87,06:13:00,18:13:00
2022-09-29 13:50:20,933.15,62.0,30.43,47.0,346.87,5.62,06:13:00,18:13:00
2022-09-29 13:45:21,942.73,62.0,30.43,53.0,359.93,5.62,06:13:00,18:13:00
2022-09-29 13:40:21,955.74,62.0,30.43,50.0,9.92,4.5,06:13:00,18:13:00
2022-09-29 13:35:21,959.47,62.0,30.43,54.0,19.98,9.0,06:13:00,18:13:00
2022-09-29 13:30:20,970.22,62.0,30.43,57.0,0.9,6.75,06:13:00,18:13:00
2022-09-29 13:25:18,974.87,62.0,30.43,54.0,19.13,11.25,06:13:00,18:13:00
2022-09-29 13:20:20,985.22,62.0,30.44,53.0,61.93,7.87,06:13:00,18:13:00
2022-09-29 13:15:25,992.19,62.0,30.43,50.0,63.35,10.12,06:13:00,18:13:00
2022-09-29 13:10:22,997.26,62.0,30.44,56.0,171.18,7.87,06:13:00,18:13:00
2022-09-29 13:05:22,1004.6,62.0,30.44,54.0,45.65,7.87,06:13:00,18:13:00
2022-09-29 13:00:19,1007.96,63.0,30.44,54.0,15.92,11.25,06:13:00,18:13:00
2022-09-29 12:55:22,1013.59,63.0,30.44,54.0,130.14,9.0,06:13:00,18:13:00
2022-09-29 12:50:20,1020.55,62.0,30.44,51.0,21.54,10.12,06:13:00,18:13:00
2022-09-29 12:45:19,1025.63,62.0,30.44,45.0,70.89,15.75,06:13:00,18:13:00
2022-09-29 12:40:20,1029.41,63.0,30.45,46.0,59.62,12.37,06:13:00,18:13:00
2022-09-29 12:35:20,1034.46,63.0,30.45,43.0,79.08,7.87,06:13:00,18:13:00
2022-09-29 12:30:19,1033.54,63.0,30.45,43.0,359.46,5.62,06:13:00,18:13:00
2022-09-29 12:25:21,1039.06,63.0,30.45,40.0,59.89,4.5,06:13:00,18:13:00
2022-09-29 12:20:20,1039.67,63.0,30.45,39.0,40.66,6.75,06:13:00,18:13:00
2022-09-29 12:15:20,1037.76,64.0,30.46,41.0,20.44,14.62,06:13:00,18:13:00
2022-09-29 12:10:24,1039.52,64.0,30.45,41.0,40.4,13.5,06:13:00,18:13:00
2022-09-29 12:05:20,1040.14,63.0,30.45,41.0,117.62,4.5,06:13:00,18:13:00
2022-09-29 12:00:27,1039.22,63.0,30.46,42.0,354.78,1.12,06:13:00,18:13:00
2022-09-29 11:55:20,1035.99,63.0,30.46,41.0,35.68,4.5,06:13:00,18:13:00
2022-09-29 11:50:20,1033.49,63.0,30.46,39.0,350.0,5.62,06:13:00,18:13:00
2022-09-29 11:45:18,1029.15,63.0,30.46,41.0,14.63,9.0,06:13:00,18:13:00
2022-09-29 11:40:20,1025.51,63.0,30.46,41.0,349.53,2.25,06:13:00,18:13:00
2022-09-29 11:35:19,1023.78,63.0,30.46,41.0,31.9,9.0,06:13:00,18:13:00
2022-09-29 11:30:22,1017.57,63.0,30.47,37.0,339.83,3.37,06:13:00,18:13:00
2022-09-29 11:25:20,1013.93,63.0,30.47,34.0,67.14,11.25,06:13:00,18:13:00
2022-09-29 11:20:21,1009.36,63.0,30.47,34.0,61.67,9.0,06:13:00,18:13:00
2022-09-29 11:15:22,1002.89,63.0,30.47,33.0,32.74,6.75,06:13:00,18:13:00
2022-09-29 11:11:56,999.19,63.0,30.47,31.0,4.51,6.75,06:13:00,18:13:00
2022-09-29 11:05:22,987.02,62.0,30.47,36.0,38.9,10.12,06:13:00,18:13:00
2022-09-29 11:00:23,981.66,63.0,30.47,40.0,28.85,7.87,06:13:00,18:13:00
2022-09-29 10:55:21,973.79,63.0,30.47,35.0,114.97,5.62,06:13:00,18:13:00
2022-09-29 10:50:22,964.46,63.0,30.47,37.0,60.94,6.75,06:13:00,18:13:00
2022-09-29 10:45:20,957.02,62.0,30.47,40.0,37.85,7.87,06:13:00,18:13:00
2022-09-29 10:40:22,946.32,62.0,30.47,44.0,38.03,11.25,06:13:00,18:13:00
2022-09-29 10:35:22,933.08,62.0,30.47,45.0,37.37,11.25,06:13:00,18:13:00
2022-09-29 10:30:21,926.79,62.0,30.47,43.0,10.44,5.62,06:13:00,18:13:00
2022-09-29 10:25:19,915.84,62.0,30.47,42.0,5.51,11.25,06:13:00,18:13:00
2022-09-29 10:20:19,901.65,62.0,30.47,42.0,24.74,9.0,06:13:00,18:13:00
2022-09-29 10:15:23,899.53,61.0,30.47,46.0,37.67,7.87,06:13:00,18:13:00
2022-09-29 10:10:20,878.76,62.0,30.47,49.0,61.93,7.87,06:13:00,18:13:00
2022-09-29 10:05:23,867.98,61.0,30.47,44.0,359.93,6.75,06:13:00,18:13:00
2022-09-29 10:00:25,855.89,62.0,30.47,41.0,26.99,7.87,06:13:00,18:13:00
2022-09-29 09:55:21,841.52,61.0,30.47,42.0,21.37,9.0,06:13:00,18:13:00
2022-09-29 09:50:22,830.19,62.0,30.47,38.0,52.73,10.12,06:13:00,18:13:00
2022-09-29 09:45:19,815.1,62.0,30.47,39.0,61.67,6.75,06:13:00,18:13:00
2022-09-29 09:40:20,799.29,62.0,30.47,41.0,42.59,5.62,06:13:00,18:13:00
2022-09-29 09:35:25,785.6,61.0,30.47,41.0,37.83,7.87,06:13:00,18:13:00
2022-09-29 09:30:21,768.39,61.0,30.47,45.0,7.14,7.87,06:13:00,18:13:00
2022-09-29 09:25:19,754.06,61.0,30.47,44.0,186.9,4.5,06:13:00,18:13:00
2022-09-29 09:20:22,738.75,61.0,30.47,43.0,7.25,7.87,06:13:00,18:13:00
2022-09-29 09:15:23,722.23,61.0,30.46,44.0,33.19,11.25,06:13:00,18:13:00
2022-09-29 09:10:23,706.41,61.0,30.46,44.0,56.91,6.75,06:13:00,18:13:00
2022-09-29 09:05:21,686.3,61.0,30.46,45.0,70.29,3.37,06:13:00,18:13:00
2022-09-29 09:00:26,669.11,60.0,30.46,49.0,16.18,9.0,06:13:00,18:13:00
2022-09-29 08:55:21,652.51,61.0,30.46,47.0,52.76,2.25,06:13:00,18:13:00
2022-09-29 08:50:23,634.99,61.0,30.46,41.0,14.96,6.75,06:13:00,18:13:00
2022-09-29 08:45:27,617.87,61.0,30.46,31.0,19.08,7.87,06:13:00,18:13:00
2022-09-29 08:40:21,597.41,61.0,30.46,34.0,0.1,2.25,06:13:00,18:13:00
2022-09-29 08:35:22,578.24,61.0,30.46,31.0,24.56,4.5,06:13:00,18:13:00
2022-09-29 08:30:21,559.23,60.0,30.46,35.0,41.61,1.12,06:13:00,18:13:00
2022-09-29 08:25:21,538.41,60.0,30.46,37.0,31.05,3.37,06:13:00,18:13:00
2022-09-29 08:20:23,519.16,60.0,30.46,41.0,25.35,4.5,06:13:00,18:13:00
2022-09-29 08:15:21,499.21,60.0,30.45,40.0,3.77,3.37,06:13:00,18:13:00
2022-09-29 08:10:19,478.48,60.0,30.45,40.0,17.86,3.37,06:13:00,18:13:00
2022-09-29 08:05:18,458.27,59.0,30.45,40.0,74.63,1.12,06:13:00,18:13:00
2022-09-29 08:00:24,438.05,59.0,30.45,45.0,64.84,2.25,06:13:00,18:13:00
2022-09-29 07:55:19,416.28,60.0,30.44,30.0,53.32,5.62,06:13:00,18:13:00
2022-09-29 07:50:19,395.14,59.0,30.44,31.0,75.7,3.37,06:13:00,18:13:00
2022-09-29 07:45:20,373.7,58.0,30.44,34.0,58.43,2.25,06:13:00,18:13:00
2022-09-29 07:40:19,352.56,57.0,30.43,34.0,113.5,1.12,06:13:00,18:13:00
2022-09-29 07:30:21,305.78,54.0,30.43,38.0,146.52,1.12,06:13:00,18:13:00
2022-09-29 07:25:21,278.29,52.0,30.43,42.0,142.16,2.25,06:13:00,18:13:00
2022-09-29 07:20:28,251.51,51.0,30.43,44.0,151.94,2.25,06:13:00,18:13:00
2022-09-29 07:15:24,222.48,50.0,30.43,46.0,143.23,4.5,06:13:00,18:13:00
2022-09-29 07:10:22,164.44,49.0,30.43,47.0,172.83,3.37,06:13:00,18:13:00
2022-09-29 07:05:23,21.36,48.0,30.43,48.0,176.93,4.5,06:13:00,18:13:00
2022-09-29 07:00:25,20.0,48.0,30.42,50.0,182.88,5.62,06:13:00,18:13:00
2022-09-29 06:55:23,19.24,48.0,30.42,51.0,173.07,7.87,06:13:00,18:13:00
2022-09-29 06:50:19,18.33,47.0,30.42,53.0,191.44,7.87,06:13:00,18:13:00
2022-09-29 06:45:20,17.31,47.0,30.42,54.0,193.99,9.0,06:13:00,18:13:00
2022-09-29 06:40:22,16.09,47.0,30.42,55.0,190.38,10.12,06:13:00,18:13:00
2022-09-29 06:35:19,14.73,47.0,30.42,56.0,179.45,10.12,06:13:00,18:13:00
2022-09-29 06:30:20,12.53,47.0,30.42,57.0,188.58,6.75,06:13:00,18:13:00
2022-09-29 06:25:21,9.86,47.0,30.42,57.0,188.37,7.87,06:13:00,18:13:00
2022-09-29 06:20:20,7.7,47.0,30.41,58.0,192.09,7.87,06:13:00,18:13:00
2022-09-29 06:15:22,6.17,47.0,30.41,61.0,157.11,7.87,06:13:00,18:13:00
2022-09-29 06:10:23,4.32,47.0,30.41,62.0,177.65,6.75,06:13:00,18:13:00
2022-09-29 06:05:20,2.34,47.0,30.41,62.0,187.76,7.87,06:13:00,18:13:00
2022-09-29 06:00:24,1.47,47.0,30.41,61.0,185.73,7.87,06:13:00,18:13:00
2022-09-29 05:55:25,1.21,47.0,30.41,60.0,184.95,9.0,06:13:00,18:13:00
2022-09-29 05:50:21,1.23,47.0,30.41,59.0,182.07,9.0,06:13:00,18:13:00
2022-09-29 05:45:21,1.24,46.0,30.41,58.0,184.89,10.12,06:13:00,18:13:00
2022-09-29 05:40:21,1.23,46.0,30.4,59.0,190.62,7.87,06:13:00,18:13:00
2022-09-29 05:35:26,1.21,46.0,30.4,58.0,188.4,7.87,06:13:00,18:13:00
2022-09-29 05:30:27,1.21,46.0,30.4,58.0,193.81,5.62,06:13:00,18:13:00
2022-09-29 05:25:22,1.22,45.0,30.4,56.0,191.32,6.75,06:13:00,18:13:00
2022-09-29 05:20:24,1.22,45.0,30.4,56.0,184.3,5.62,06:13:00,18:13:00
2022-09-29 05:15:21,1.2,45.0,30.4,55.0,174.74,4.5,06:13:00,18:13:00
2022-09-29 05:10:22,1.2,45.0,30.4,55.0,184.56,6.75,06:13:00,18:13:00
2022-09-29 05:05:20,1.16,46.0,30.4,55.0,165.66,6.75,06:13:00,18:13:00
2022-09-29 05:00:22,1.15,46.0,30.4,53.0,177.23,4.5,06:13:00,18:13:00
2022-09-29 04:55:25,1.18,46.0,30.4,51.0,173.92,4.5,06:13:00,18:13:00
2022-09-29 04:50:25,1.18,46.0,30.4,50.0,174.53,5.62,06:13:00,18:13:00
2022-09-29 04:45:20,1.18,46.0,30.4,50.0,163.85,3.37,06:13:00,18:13:00
2022-09-29 04:40:21,1.19,46.0,30.4,49.0,166.26,4.5,06:13:00,18:13:00
2022-09-29 04:35:19,1.18,46.0,30.39,49.0,176.34,3.37,06:13:00,18:13:00
2022-09-29 04:30:25,1.2,46.0,30.39,48.0,170.62,5.62,06:13:00,18:13:00
2022-09-29 04:25:25,1.17,46.0,30.39,47.0,176.8,3.37,06:13:00,18:13:00
2022-09-29 04:20:21,1.17,46.0,30.39,47.0,170.45,4.5,06:13:00,18:13:00
2022-09-29 04:15:29,1.18,46.0,30.39,45.0,180.3,3.37,06:13:00,18:13:00
2022-09-29 04:10:22,1.21,46.0,30.39,45.0,187.66,6.75,06:13:00,18:13:00
2022-09-29 04:05:18,1.17,46.0,30.39,45.0,173.01,5.62,06:13:00,18:13:00
2022-09-29 04:00:20,1.18,46.0,30.39,45.0,178.75,5.62,06:13:00,18:13:00
2022-09-29 03:55:20,1.19,46.0,30.39,47.0,171.85,6.75,06:13:00,18:13:00
2022-09-29 03:50:26,1.18,46.0,30.39,47.0,189.46,6.75,06:13:00,18:13:00
2022-09-29 03:45:22,1.2,46.0,30.39,48.0,169.78,5.62,06:13:00,18:13:00
2022-09-29 03:40:26,1.22,46.0,30.39,50.0,183.99,6.75,06:13:00,18:13:00
2022-09-29 03:35:22,1.21,46.0,30.39,52.0,173.17,5.62,06:13:00,18:13:00
2022-09-29 03:30:19,1.22,46.0,30.38,55.0,186.34,7.87,06:13:00,18:13:00
2022-09-29 03:25:23,1.21,46.0,30.38,56.0,159.97,6.75,06:13:00,18:13:00
2022-09-29 03:20:23,1.18,47.0,30.38,57.0,170.61,4.5,06:13:00,18:13:00
2022-09-29 03:15:22,1.24,47.0,30.39,58.0,171.98,3.37,06:13:00,18:13:00
2022-09-29 03:10:24,1.22,47.0,30.38,58.0,177.67,6.75,06:13:00,18:13:00
2022-09-29 03:05:19,1.24,47.0,30.39,58.0,165.64,5.62,06:13:00,18:13:00
2022-09-29 03:00:19,1.26,47.0,30.38,58.0,181.39,4.5,06:13:00,18:13:00
2022-09-29 02:55:25,1.18,47.0,30.38,58.0,156.71,3.37,06:13:00,18:13:00
2022-09-29 02:50:25,1.24,47.0,30.39,58.0,156.31,7.87,06:13:00,18:13:00
2022-09-29 02:45:23,1.19,47.0,30.39,59.0,168.46,4.5,06:13:00,18:13:00
2022-09-29 02:40:23,1.2,47.0,30.39,59.0,172.8,5.62,06:13:00,18:13:00
2022-09-29 02:35:22,1.24,47.0,30.39,60.0,158.68,5.62,06:13:00,18:13:00
2022-09-29 02:30:25,1.23,47.0,30.39,60.0,167.47,6.75,06:13:00,18:13:00
2022-09-29 02:25:21,1.25,47.0,30.39,60.0,165.89,5.62,06:13:00,18:13:00
2022-09-29 02:20:21,1.23,47.0,30.39,62.0,163.06,5.62,06:13:00,18:13:00
2022-09-29 02:15:23,1.2,47.0,30.39,64.0,154.2,2.25,06:13:00,18:13:00
2022-09-29 02:10:20,1.24,47.0,30.39,64.0,190.87,6.75,06:13:00,18:13:00
2022-09-29 02:05:24,1.24,47.0,30.39,66.0,168.77,4.5,06:13:00,18:13:00
2022-09-29 02:00:30,1.23,47.0,30.4,65.0,183.32,5.62,06:13:00,18:13:00
2022-09-29 01:55:24,1.2,47.0,30.4,68.0,170.4,4.5,06:13:00,18:13:00
2022-09-29 01:50:23,1.21,48.0,30.4,70.0,186.06,5.62,06:13:00,18:13:00
2022-09-29 01:45:24,1.22,48.0,30.4,69.0,152.34,5.62,06:13:00,18:13:00
2022-09-29 01:40:18,1.25,48.0,30.4,71.0,171.74,5.62,06:13:00,18:13:00
2022-09-29 01:35:21,1.18,48.0,30.4,73.0,164.9,6.75,06:13:00,18:13:00
2022-09-29 01:30:21,1.22,48.0,30.4,76.0,193.66,5.62,06:13:00,18:13:00
2022-09-29 01:25:20,1.21,48.0,30.4,76.0,183.44,5.62,06:13:00,18:13:00
2022-09-29 01:20:23,1.25,48.0,30.4,77.0,169.53,5.62,06:13:00,18:13:00
2022-09-29 01:15:20,1.23,48.0,30.41,77.0,170.89,5.62,06:13:00,18:13:00
2022-09-29 01:10:26,1.23,48.0,30.41,77.0,180.16,5.62,06:13:00,18:13:00
2022-09-29 01:05:19,1.22,48.0,30.41,78.0,159.54,5.62,06:13:00,18:13:00
2022-09-29 01:00:24,1.23,48.0,30.41,78.0,160.62,5.62,06:13:00,18:13:00
2022-09-29 00:55:25,1.23,48.0,30.41,78.0,179.43,5.62,06:13:00,18:13:00
2022-09-29 00:50:29,1.19,48.0,30.41,78.0,177.17,5.62,06:13:00,18:13:00
2022-09-29 00:45:24,1.22,48.0,30.41,78.0,176.09,3.37,06:13:00,18:13:00
2022-09-29 00:40:19,1.22,48.0,30.41,78.0,170.4,6.75,06:13:00,18:13:00
2022-09-29 00:35:21,1.22,49.0,30.41,78.0,181.25,4.5,06:13:00,18:13:00
2022-09-29 00:30:22,1.22,49.0,30.41,77.0,183.79,7.87,06:13:00,18:13:00
2022-09-29 00:25:24,1.22,49.0,30.41,78.0,166.36,4.5,06:13:00,18:13:00
2022-09-29 00:20:25,1.23,49.0,30.42,77.0,168.56,5.62,06:13:00,18:13:00
